Customer_ID,Frequency,Monetary,Recency,M_Score,R_Score,Frequency_Rank,F_Score,RFM_Score,RFM_Code,Segment
CUST_00133,4,3183.6200000000003,66,3,4,3173.0,4,11,443,Loyal Customer
CUST_00134,2,330.47,130,1,2,928.0,1,4,211,Hibernating
CUST_00135,4,1205.28,85,2,3,3174.0,4,9,342,Loyal Customer
CUST_00136,7,27744.81,21,5,5,4479.0,5,15,555,Champions
CUST_00137,5,7847.549999999999,103,5,3,3744.0,4,12,345,Loyal Customer
CUST_00138,2,5038.3,303,4,1,929.0,1,6,114,Lost
CUST_00139,3,2415.02,13,3,5,2177.0,3,11,533,Potential Loyalists
CUST_00140,5,4127.54,76,4,3,3745.0,4,11,344,Loyal Customer
CUST_00141,3,692.77,31,2,4,2178.0,3,9,432,Potential Loyalists
CUST_00142,6,4468.86,103,4,3,4181.0,5,12,354,Loyal Customer
CUST_00143,4,6306.07,169,4,2,3175.0,4,10,244,Cannot Lose Them
CUST_00144,2,5798.76,113,4,3,930.0,1,8,314,Others
CUST_00145,6,4239.0,10,4,5,4182.0,5,14,554,Champions
CUST_00146,3,4920.679999999999,151,4,2,2179.0,3,9,234,At Risk
CUST_00147,3,2613.37,50,3,4,2180.0,3,10,433,Potential Loyalists
CUST_00148,3,4689.19,39,4,4,2181.0,3,11,434,Potential Loyalists
CUST_00149,2,4978.3,21,4,5,931.0,1,10,514,New Customer
CUST_00150,2,2227.61,2,3,5,932.0,1,9,513,New Customer
CUST_00151,3,12397.1,60,5,4,2182.0,3,12,435,Potential Loyalists
CUST_00152,7,3955.98,63,4,4,4480.0,5,13,454,Champions
CUST_00153,5,4193.99,6,4,5,3746.0,4,13,544,Champions
CUST_00154,10,41613.83,31,5,4,4909.0,5,14,455,Champions
CUST_00155,5,10313.31,111,5,3,3747.0,4,12,345,Loyal Customer
CUST_00156,2,1687.83,193,2,2,933.0,1,5,212,Hibernating
CUST_00157,3,2816.84,273,3,1,2183.0,3,7,133,At Risk
CUST_00158,8,8416.01,55,5,4,4668.0,5,14,455,Champions
CUST_00159,1,2443.68,281,3,1,25.0,1,5,113,Lost
CUST_00160,1,11182.48,160,5,2,26.0,1,8,215,Hibernating
CUST_00161,4,793.8000000000001,81,2,3,3176.0,4,9,342,Loyal Customer
CUST_00162,1,237.6,250,1,1,27.0,1,3,111,Lost
CUST_00163,2,5341.99,328,4,1,934.0,1,6,114,Lost
CUST_00164,2,394.6,187,1,2,935.0,1,4,211,Hibernating
CUST_00165,2,6117.81,114,4,3,936.0,1,8,314,Others
CUST_00166,3,1549.54,212,2,2,2184.0,3,7,232,At Risk
CUST_00167,9,11605.46,137,5,2,4809.0,5,12,255,Cannot Lose Them
CUST_00168,7,8067.05,162,5,2,4481.0,5,12,255,Cannot Lose Them
CUST_00169,2,214.62,67,1,4,937.0,1,6,411,New Customer
CUST_00170,2,1897.07,124,3,2,938.0,1,6,213,Hibernating
CUST_00171,2,585.45,112,1,3,939.0,1,5,311,Others
CUST_00172,5,1556.11,36,2,4,3748.0,4,10,442,Loyal Customer
CUST_00173,3,672.02,43,2,4,2185.0,3,9,432,Potential Loyalists
CUST_00174,4,20734.25,246,5,1,3177.0,4,10,145,Cannot Lose Them
CUST_00175,4,6394.780000000001,2,4,5,3178.0,4,13,544,Champions
CUST_00176,1,1207.95,377,2,1,28.0,1,4,112,Lost
CUST_00177,2,1353.74,314,2,1,940.0,1,4,112,Lost
CUST_00178,6,18129.14,200,5,2,4183.0,5,12,255,Cannot Lose Them
CUST_00179,1,94.26,206,1,2,29.0,1,4,211,Hibernating
CUST_00180,4,1081.19,6,2,5,3179.0,4,11,542,Loyal Customer
CUST_00181,7,3503.51,6,3,5,4482.0,5,13,553,Loyal Customer
CUST_00182,4,4957.13,9,4,5,3180.0,4,13,544,Champions
CUST_00183,7,5201.82,111,4,3,4483.0,5,12,354,Loyal Customer
CUST_00184,2,224.32,90,1,3,941.0,1,5,311,Others
CUST_00185,1,3413.36,136,3,2,30.0,1,6,213,Hibernating
CUST_00186,3,869.0,121,2,3,2186.0,3,8,332,Others
CUST_00187,2,2598.7200000000003,284,3,1,942.0,1,5,113,Lost
CUST_00188,1,81.09,130,1,2,31.0,1,4,211,Hibernating
CUST_00189,9,14335.39,37,5,4,4810.0,5,14,455,Champions
CUST_00190,3,13061.51,217,5,1,2187.0,3,9,135,At Risk
CUST_00191,2,3211.2200000000003,86,3,3,943.0,1,7,313,Others
CUST_00192,1,90.92,257,1,1,32.0,1,3,111,Lost
CUST_00193,4,2969.69,35,3,4,3181.0,4,11,443,Loyal Customer
CUST_00194,2,985.14,27,2,5,944.0,1,8,512,New Customer
CUST_00195,3,4017.48,173,4,2,2188.0,3,9,234,At Risk
CUST_00196,3,10132.67,17,5,5,2189.0,3,13,535,Potential Loyalists
CUST_00197,10,47324.23,73,5,3,4910.0,5,13,355,Loyal Customer
CUST_00198,4,4623.04,24,4,5,3182.0,4,13,544,Champions
CUST_00199,4,6738.69,155,4,2,3183.0,4,10,244,Cannot Lose Them
CUST_00200,6,5927.53,17,4,5,4184.0,5,14,554,Champions
CUST_00201,1,103.56,363,1,1,33.0,1,3,111,Lost
CUST_00202,1,131.92,430,1,1,34.0,1,3,111,Lost
CUST_00203,4,961.24,97,2,3,3184.0,4,9,342,Loyal Customer
CUST_00204,3,2324.31,75,3,3,2190.0,3,9,333,Others
CUST_00205,7,4079.13,13,4,5,4484.0,5,14,554,Champions
CUST_00206,2,3340.61,379,3,1,945.0,1,5,113,Lost
CUST_00207,2,685.31,15,2,5,946.0,1,8,512,New Customer
CUST_00208,1,2215.8,351,3,1,35.0,1,5,113,Lost
CUST_00209,3,990.95,181,2,2,2191.0,3,7,232,At Risk
CUST_00210,6,11821.51,13,5,5,4185.0,5,15,555,Champions
CUST_00211,4,794.12,43,2,4,3185.0,4,10,442,Loyal Customer
CUST_00212,6,14783.85,56,5,4,4186.0,5,14,455,Champions
CUST_00213,2,776.3599999999999,371,2,1,947.0,1,4,112,Lost
CUST_00214,3,2156.65,161,3,2,2192.0,3,8,233,At Risk
CUST_00215,3,3373.4500000000003,27,3,5,2193.0,3,11,533,Potential Loyalists
CUST_00216,5,7822.99,256,5,1,3749.0,4,10,145,Cannot Lose Them
CUST_00217,1,86.62,246,1,1,36.0,1,3,111,Lost
CUST_00218,3,5745.79,62,4,4,2194.0,3,11,434,Potential Loyalists
CUST_00219,2,894.11,205,2,2,948.0,1,5,212,Hibernating
CUST_00220,3,2958.81,24,3,5,2195.0,3,11,533,Potential Loyalists
CUST_00221,3,1595.11,74,2,3,2196.0,3,8,332,Others
CUST_00222,4,1203.7,177,2,2,3186.0,4,8,242,At Risk
CUST_00223,2,3880.27,374,4,1,949.0,1,6,114,Lost
CUST_00224,3,3107.41,90,3,3,2197.0,3,9,333,Others
CUST_00225,3,7058.01,19,5,5,2198.0,3,13,535,Potential Loyalists
CUST_00226,1,168.0,83,1,3,37.0,1,5,311,Others
CUST_00227,1,30.5,204,1,2,38.0,1,4,211,Hibernating
CUST_00228,3,534.81,130,1,2,2199.0,3,6,231,At Risk
CUST_00229,5,5361.07,20,4,5,3750.0,4,13,544,Champions
CUST_00230,2,232.82,2,1,5,950.0,1,7,511,New Customer
CUST_00231,4,5517.289999999999,3,4,5,3187.0,4,13,544,Champions
CUST_00232,1,426.24,69,1,4,39.0,1,6,411,New Customer
CUST_00233,1,434.34,271,1,1,40.0,1,3,111,Lost
CUST_00234,4,5509.29,37,4,4,3188.0,4,12,444,Champions
CUST_00235,1,287.72,331,1,1,41.0,1,3,111,Lost
CUST_00236,2,6898.39,7,5,5,951.0,1,11,515,New Customer
CUST_00237,3,356.31,52,1,4,2200.0,3,8,431,Potential Loyalists
CUST_00238,8,12917.61,93,5,3,4669.0,5,13,355,Loyal Customer
CUST_00239,3,1649.18,65,2,4,2201.0,3,9,432,Potential Loyalists
CUST_00240,2,2792.2200000000003,184,3,2,952.0,1,6,213,Hibernating
CUST_00241,10,15101.95,129,5,2,4911.0,5,12,255,Cannot Lose Them
CUST_00242,8,22668.92,57,5,4,4670.0,5,14,455,Champions
CUST_00243,2,890.73,63,2,4,953.0,1,7,412,New Customer
CUST_00244,3,1374.4,66,2,4,2202.0,3,9,432,Potential Loyalists
CUST_00245,6,14832.9,103,5,3,4187.0,5,13,355,Loyal Customer
CUST_00246,2,1239.09,141,2,2,954.0,1,5,212,Hibernating
CUST_00247,7,5413.9400000000005,75,4,3,4485.0,5,12,354,Loyal Customer
CUST_00248,3,2203.43,31,3,4,2203.0,3,10,433,Potential Loyalists
CUST_00249,4,5215.41,198,4,2,3189.0,4,10,244,Cannot Lose Them
CUST_00250,1,12718.2,176,5,2,42.0,1,8,215,Hibernating
CUST_00251,2,2474.96,105,3,3,955.0,1,7,313,Others
CUST_00252,9,18766.25,32,5,4,4811.0,5,14,455,Champions
CUST_00253,3,6104.4400000000005,168,4,2,2204.0,3,9,234,At Risk
CUST_00254,4,613.1800000000001,107,1,3,3190.0,4,8,341,Loyal Customer
CUST_00255,2,220.81,171,1,2,956.0,1,4,211,Hibernating
CUST_00256,6,13381.57,83,5,3,4188.0,5,13,355,Loyal Customer
CUST_00257,2,973.89,87,2,3,957.0,1,6,312,Others
CUST_00258,6,3768.67,140,4,2,4189.0,5,11,254,Cannot Lose Them
CUST_00259,2,4355.91,233,4,1,958.0,1,6,114,Lost
CUST_00260,2,427.66,255,1,1,959.0,1,3,111,Lost
CUST_00261,6,4224.62,26,4,5,4190.0,5,14,554,Champions
CUST_00262,1,50.9,287,1,1,43.0,1,3,111,Lost
CUST_00263,3,6274.570000000001,230,4,1,2205.0,3,8,134,At Risk
CUST_00264,3,924.34,39,2,4,2206.0,3,9,432,Potential Loyalists
CUST_00265,7,4866.16,12,4,5,4486.0,5,14,554,Champions
CUST_00266,3,12708.69,12,5,5,2207.0,3,13,535,Potential Loyalists
CUST_00267,1,5004.9,287,4,1,44.0,1,6,114,Lost
CUST_00268,3,947.34,98,2,3,2208.0,3,8,332,Others
CUST_00269,1,2800.5,209,3,2,45.0,1,6,213,Hibernating
CUST_00270,1,186.07,146,1,2,46.0,1,4,211,Hibernating
CUST_00271,2,219.17,163,1,2,960.0,1,4,211,Hibernating
CUST_00272,3,5937.62,326,4,1,2209.0,3,8,134,At Risk
CUST_00273,1,6248.78,424,4,1,47.0,1,6,114,Lost
CUST_00274,2,186.5,91,1,3,961.0,1,5,311,Others
CUST_00275,1,1990.27,71,3,4,48.0,1,8,413,New Customer
CUST_00276,3,1081.69,66,2,4,2210.0,3,9,432,Potential Loyalists
CUST_00277,2,374.69,239,1,1,962.0,1,3,111,Lost
CUST_00278,1,355.71,256,1,1,49.0,1,3,111,Lost
CUST_00279,9,8998.039999999999,15,5,5,4812.0,5,15,555,Champions
CUST_00280,1,363.61,331,1,1,50.0,1,3,111,Lost
CUST_00281,4,11020.91,50,5,4,3191.0,4,13,445,Champions
CUST_00282,1,858.7,108,2,3,51.0,1,6,312,Others
CUST_00283,1,105.6,49,1,4,52.0,1,6,411,New Customer
CUST_00284,2,3209.09,305,3,1,963.0,1,5,113,Lost
CUST_00285,1,229.55,114,1,3,53.0,1,5,311,Others
CUST_00286,7,6885.5,31,4,4,4487.0,5,13,454,Champions
CUST_00287,3,4548.25,51,4,4,2211.0,3,11,434,Potential Loyalists
CUST_00288,5,6706.0,125,4,2,3751.0,4,10,244,Cannot Lose Them
CUST_00289,8,11224.32,3,5,5,4671.0,5,15,555,Champions
CUST_00290,2,4059.15,172,4,2,964.0,1,7,214,Hibernating
CUST_00291,3,1503.5,128,2,2,2212.0,3,7,232,At Risk
CUST_00292,6,3072.8,50,3,4,4191.0,5,12,453,Loyal Customer
CUST_00293,3,5139.64,87,4,3,2213.0,3,10,334,Others
CUST_00294,3,4237.54,139,4,2,2214.0,3,9,234,At Risk
CUST_00295,3,744.88,185,2,2,2215.0,3,7,232,At Risk
CUST_00296,2,3827.64,13,4,5,965.0,1,10,514,New Customer
CUST_00297,2,5984.12,74,4,3,966.0,1,8,314,Others
CUST_00298,1,2986.14,82,3,3,54.0,1,7,313,Others
CUST_00299,3,2362.61,11,3,5,2216.0,3,11,533,Potential Loyalists
CUST_00300,2,1295.79,288,2,1,967.0,1,4,112,Lost
CUST_00301,3,886.8,83,2,3,2217.0,3,8,332,Others
CUST_00302,5,7594.559999999999,31,5,4,3752.0,4,13,445,Champions
CUST_00303,2,748.76,148,2,2,968.0,1,5,212,Hibernating
CUST_00304,2,5288.84,99,4,3,969.0,1,8,314,Others
CUST_00305,2,3982.94,355,4,1,970.0,1,6,114,Lost
CUST_00306,6,6928.47,63,5,4,4192.0,5,14,455,Champions
CUST_00307,2,4069.78,250,4,1,971.0,1,6,114,Lost
CUST_00308,3,3162.1000000000004,95,3,3,2218.0,3,9,333,Others
CUST_00309,5,3053.3100000000004,59,3,4,3753.0,4,11,443,Loyal Customer
CUST_00310,1,4054.88,158,4,2,55.0,1,7,214,Hibernating
CUST_00311,2,1968.97,33,3,4,972.0,1,8,413,New Customer
CUST_00312,1,85.44,111,1,3,56.0,1,5,311,Others
CUST_00313,2,494.02,166,1,2,973.0,1,4,211,Hibernating
CUST_00314,3,2567.12,100,3,3,2219.0,3,9,333,Others
CUST_00315,2,400.93,311,1,1,974.0,1,3,111,Lost
CUST_00316,1,1295.0,164,2,2,57.0,1,5,212,Hibernating
CUST_00317,3,1719.7,42,3,4,2220.0,3,10,433,Potential Loyalists
CUST_00318,3,7715.96,211,5,2,2221.0,3,10,235,At Risk
CUST_00319,3,1865.71,154,3,2,2222.0,3,8,233,At Risk
CUST_00320,1,448.2,125,1,2,58.0,1,4,211,Hibernating
CUST_00321,10,9956.12,54,5,4,4912.0,5,14,455,Champions
CUST_00322,1,2536.32,414,3,1,59.0,1,5,113,Lost
CUST_00323,3,2076.6400000000003,221,3,1,2223.0,3,7,133,At Risk
CUST_00324,3,2388.65,56,3,4,2224.0,3,10,433,Potential Loyalists
CUST_00325,1,2178.78,226,3,1,60.0,1,5,113,Lost
CUST_00326,2,2225.29,280,3,1,975.0,1,5,113,Lost
CUST_00327,2,1503.48,82,2,3,976.0,1,6,312,Others
CUST_00328,2,3388.15,91,3,3,977.0,1,7,313,Others
CUST_00329,7,8675.3,36,5,4,4488.0,5,14,455,Champions
CUST_00330,1,872.72,98,2,3,61.0,1,6,312,Others
CUST_00331,3,1630.78,5,2,5,2225.0,3,10,532,Potential Loyalists
CUST_00332,3,903.08,111,2,3,2226.0,3,8,332,Others
CUST_00333,1,568.64,443,1,1,62.0,1,3,111,Lost
CUST_00334,2,4985.6,110,4,3,978.0,1,8,314,Others
CUST_00335,2,2841.91,13,3,5,979.0,1,9,513,New Customer
CUST_00336,6,8133.17,21,5,5,4193.0,5,15,555,Champions
CUST_00337,1,3681.65,210,4,2,63.0,1,7,214,Hibernating
CUST_00338,4,2652.9700000000003,96,3,3,3192.0,4,10,343,Loyal Customer
CUST_00339,5,8773.0,43,5,4,3754.0,4,13,445,Champions
CUST_00340,2,297.3,56,1,4,980.0,1,6,411,New Customer
CUST_00341,5,5653.17,42,4,4,3755.0,4,12,444,Champions
CUST_00342,6,9730.85,94,5,3,4194.0,5,13,355,Loyal Customer
CUST_00343,2,133.44,66,1,4,981.0,1,6,411,New Customer
CUST_00344,2,1766.02,407,3,1,982.0,1,5,113,Lost
CUST_00345,3,7194.0,40,5,4,2227.0,3,12,435,Potential Loyalists
CUST_00346,5,6818.34,103,4,3,3756.0,4,11,344,Loyal Customer
CUST_00347,4,5339.1,338,4,1,3193.0,4,9,144,Cannot Lose Them
CUST_00348,4,2877.3,47,3,4,3194.0,4,11,443,Loyal Customer
CUST_00349,4,2643.9,33,3,4,3195.0,4,11,443,Loyal Customer
CUST_00350,1,3351.67,433,3,1,64.0,1,5,113,Lost
CUST_00351,6,13195.92,78,5,3,4195.0,5,13,355,Loyal Customer
CUST_00352,3,743.3799999999999,184,2,2,2228.0,3,7,232,At Risk
CUST_00353,3,1009.15,209,2,2,2229.0,3,7,232,At Risk
CUST_00354,3,4360.4800000000005,246,4,1,2230.0,3,8,134,At Risk
CUST_00355,8,4192.860000000001,83,4,3,4672.0,5,12,354,Loyal Customer
CUST_00356,2,3884.35,174,4,2,983.0,1,7,214,Hibernating
CUST_00357,3,2235.78,154,3,2,2231.0,3,8,233,At Risk
CUST_00358,1,2005.55,208,3,2,65.0,1,6,213,Hibernating
CUST_00359,2,3735.67,52,4,4,984.0,1,9,414,New Customer
CUST_00360,1,957.96,136,2,2,66.0,1,5,212,Hibernating
CUST_00361,5,16828.5,12,5,5,3757.0,4,14,545,Champions
CUST_00362,1,1367.58,101,2,3,67.0,1,6,312,Others
CUST_00363,3,5134.74,120,4,3,2232.0,3,10,334,Others
CUST_00364,3,2166.73,20,3,5,2233.0,3,11,533,Potential Loyalists
CUST_00365,5,8058.809999999999,57,5,4,3758.0,4,13,445,Champions
CUST_00366,2,962.35,20,2,5,985.0,1,8,512,New Customer
CUST_00367,1,438.31,360,1,1,68.0,1,3,111,Lost
CUST_00368,5,22308.22,123,5,3,3759.0,4,12,345,Loyal Customer
CUST_00369,1,14.81,10,1,5,69.0,1,7,511,New Customer
CUST_00370,2,2215.34,198,3,2,986.0,1,6,213,Hibernating
CUST_00371,1,564.76,91,1,3,70.0,1,5,311,Others
CUST_00372,2,1792.47,309,3,1,987.0,1,5,113,Lost
CUST_00373,5,11427.89,76,5,3,3760.0,4,12,345,Loyal Customer
CUST_00374,2,2280.27,54,3,4,988.0,1,8,413,New Customer
CUST_00375,4,5613.87,167,4,2,3196.0,4,10,244,Cannot Lose Them
CUST_00376,2,117.8,225,1,1,989.0,1,3,111,Lost
CUST_00377,1,174.37,265,1,1,71.0,1,3,111,Lost
CUST_00378,3,12224.02,117,5,3,2234.0,3,11,335,Others
CUST_00379,4,1054.11,37,2,4,3197.0,4,10,442,Loyal Customer
CUST_00380,4,5515.51,7,4,5,3198.0,4,13,544,Champions
CUST_00381,1,1052.55,76,2,3,72.0,1,6,312,Others
CUST_00382,1,161.95,263,1,1,73.0,1,3,111,Lost
CUST_00383,2,2991.9300000000003,26,3,5,990.0,1,9,513,New Customer
